Computer Design,Computer Networking,Artificial Intelligence I,Computation Theory,Computer Graphics,Compiler Construction,Complexity Theory,Concepts in Programming Languages,Concurrent and Distributed Systems,Databases,"Economics, Law and Ethics",Further Java,Mathematical Methods,Logic and Proof,Programming in C and C++,Prolog,Security I,Semantics of Programming Languages,Software Engineering
1999 Paper 6 Question 2 ,,,,1997 Paper 5 Question 2 = Paper 12 Question 2,1999 Paper 6 Question 6 = Paper 13 Question 7,,,,,,,,,,,,,
1998 Paper 3 Question 7,,,,1997 Paper 6 Question 4 = Paper 13 Question 4,1998 Paper 3 Question 1 = Paper 10 Question 1,,,,,,,,,,,,,
1998 Paper 4 Question 6,,,,,1998 Paper 4 Question 4 = Paper 11 Question 4,,,,,,,,,,,,,
1998 Paper 5 Question 2 ,,,,,1998 Paper 5 Question 6 = Paper 12 Question 7,,,,,,,,,,,,,
1998 Paper 6 Question 2,,,,,1998 Paper 6 Question 5 = Paper 13 Question 6,,,,,,,,,,,,,
,,,,,1997 Paper 3 Question 4 = Paper 10 Question 4,,,,,,,,,,,,,
,,,,,1997 Paper 4 Question 4,,,,,,,,,,,,,
,,,,,1997 Paper 5 Question 6 = Paper 12 Question 7,,,,,,,,,,,,,
,,,,,1997 Paper 6 Question 6 = Paper 13 Question 7,,,,,,,,,,,,,
,,,,,1996 Paper 3 Question 4 = Paper 10 Question 4,,,,,,,,,,,,,
,,,,,1996 Paper 4 Question 4 = Paper 11 Question 4,,,,,,,,,,,,,
,,,,,1996 Paper 5 Question 6 = Paper 12 Question 7,,,,,,,,,,,,,
,,,,,1996 Paper 6 Question 6 = Paper 13 Question 7,,,,,,,,,,,,,
,,,,,1995 Paper 3 Question 4 = Paper 10 Question 4,,,,,,,,,,,,,
